t theta phi p q c H
29.067000000000988 113.83601181340073 224.02472835694653 -3.4972121954455897 -8.241087474998459 0 59.18259794470512
29.08500000000099 110.83401346170866 214.3294340843143 -2.6978805172266322 -8.823710189225151 0 59.182598015547626
29.10300000000099 108.80033762195954 204.6450705432373 -2.035518584534127 -9.238995435908329 0 59.182598084827006
29.12100000000099 107.7535613496804 194.93914251796016 -1.5264050641425602 -9.470667656238001 0 59.18259815191621
29.13900000000099 107.7121001073677 185.1264950006422 -1.180923235239324 -9.508519600996552 0 59.182598224882184
29.15700000000099 108.7113277638387 175.06131744763275 -1.0044298934330402 -9.347717922678944 0 59.18259833193231
29.175000000000992 110.82368967277466 164.52112508473078 -0.9948534878599758 -8.991455844985122 0 59.182598580561745
29.193000000000993 114.17549475033923 153.1877375217865 -1.1285620082800272 -8.465527945866825 0 59.18259941941896
29.211000000000993 118.90997431715455 140.69013219765083 -1.311230678456376 -7.868327050103865 0 59.18260198465052
29.229000000000994 124.88829937839442 126.9950550306108 -1.290104998730003 -7.460024210973149 0 59.18260395533926
29.247000000000995 131.14815809244465 113.14887633032855 -0.8111519398308739 -7.505882791060782 0 59.1826031003434
29.265000000000995 136.56071868064276 100.43362196366158 -0.03162840736247133 -7.859862476253395 0 59.18259981515024
29.283000000000996 140.83611682800296 89.04622367867228 0.7709120616125571 -8.251591485724942 0 59.18259800332615
29.301000000000997 144.1156345856074 78.65385382289168 1.477721784621678 -8.566020031300292 0 59.18259748864562
29.319000000000997 146.56647517843112 68.91889697337251 2.0616833291664904 -8.777916891742294 0 59.18259733837587
29.337000000000998 148.3029340854215 59.58583785807166 2.524638309246827 -8.890120803936039 0 59.18259728356573
29.355000000001 149.39216042999595 50.462922136718184 2.875932183978992 -8.912493022635852 0 59.182597258114065
29.373000000001 149.8679186129886 41.39884822456514 3.1264016125093357 -8.856084339876903 0 59.18259724386441
29.391000000001 149.74142742294424 32.26733764955736 3.2872398764694295 -8.73207709767369 0 59.18259723480861
29.409000000001 149.00989611015453 22.95864329849713 3.3705894089399884 -8.55240038018426 0 59.18259722846631
29.427000000001 147.66468165579263 13.376482086360344 3.390954207707849 -8.331130034618816 0 59.18259722363706
29.445000000001002 145.70084355067476 3.4398100129864044 3.3670879062866383 -8.086335789830471 0 59.18259721993587
29.463000000001003 143.12945709777514 353.08947214401576 3.323925335828403 -7.841945461107076 0 59.18259721785208
29.481000000001004 139.9931262200428 342.29961885190005 3.293631129565126 -7.6287033132676045 0 59.18259721828828
29.499000000001004 136.38316575803464 331.09243968819595 3.3141415437986663 -7.482610072423424 0 59.18259722029764
29.517000000001005 132.45360296022326 319.5518538146421 3.4233166925885268 -7.438988090311266 0 59.18259721828598
29.535000000001006 128.4234817637985 307.82793280711155 3.648251217652366 -7.521764338946942 0 59.182597205997055
29.553000000001006 124.55852414798971 296.1222333653719 3.993203256541626 -7.731483408483723 0 59.18259718972173
29.571000000001007 121.13089951700884 284.65035947954016 4.433632728503012 -8.03956920572327 0 59.18259718919701
29.589000000001008 118.37063788931113 273.5927054332494 4.922224570670147 -8.39467652187181 0 59.182597213535814
29.60700000000101 116.43136641694174 263.0555349868618 5.404053071623239 -8.738192800573218 0 59.182597249405504
29.62500000000101 115.38463754340012 253.05837716672644 5.831064986528611 -9.01896756380175 0 59.182597280061685
29.64300000000101 115.23878538052614 243.54548596121268 6.168659701041918 -9.200005075247843 0 59.18259730115191
29.66100000000101 115.96790273331413 234.40714560963494 6.394558913271817 -9.257336187747757 0 59.1825973177469
29.67900000000101 117.53920782768206 225.49757918607878 6.494075596385403 -9.175233378969374 0 59.18259733726471
29.69700000000101 119.93488112658707 216.64267295937898 6.4552613736997895 -8.941299489932291 0 59.18259736870466
29.715000000001012 123.17049899206765 207.6349601211024 6.265611808033871 -8.543148474177295 0 59.18259743252805
29.733000000001013 127.31543155160642 198.21325366995825 5.911597235160295 -7.967981931285999 0 59.182597607368635
29.751000000001014 132.5217067095286 188.02210337881104 5.385542078204073 -7.209642442127201 0 59.18259828445318
29.769000000001014 139.05666668167922 176.55856555530127 4.719930026161189 -6.303348987129581 0 59.18260158343685
29.787000000001015 147.21921371437188 163.26889722165419 4.118645697361822 -5.457866715906082 0 59.182612985824996
29.805000000001016 156.590523795832 148.55714213269567 4.127473071637094 -5.227157150382517 0 59.18261595452473
29.823000000001016 165.41609348391293 134.64928213010026 4.91968709671108 -5.794052594732736 0 59.18260414082519
29.841000000001017 172.74286152039636 122.69858105709929 5.938850416402859 -6.607955148227395 0 59.18259507166776
29.859000000001018 178.7673671564821 112.32668198066408 6.860189919147479 -7.346084878105336 0 59.182592998252346
29.87700000000102 183.81430061562065 103.0076211693269 7.613704964448684 -7.938886659904533 0 59.18259255493868
29.89500000000102 188.10147941785198 94.36751142861326 8.201748849995006 -8.388683184633829 0 59.18259243351843
29.91300000000102 191.7581439623299 86.1471902859179 8.641193311042837 -8.712185933365513 0 59.182592388957275
29.93100000000102 194.85609481373967 78.15387868754792 8.94978191613875 -8.92697437929247 0 59.18259236822364
29.94900000000102 197.4301675847954 70.23225224878065 9.143561503848824 -9.04899084618761 0 59.18259235718667
29.967000000001022 199.49266545777277 62.250573782661384 9.237323124388544 -9.093031313834118 0 59.18259235067898
29.985000000001023 201.04753628460787 54.09907217731017 9.246151155287727 -9.074347483166068 0 59.182592344816385
30.003000000001023 202.10888826952845 45.70059521830089 9.187373731938791 -9.01065543265133 0 59.18259233452402
30.021000000001024 202.72497803494042 37.03203561520419 9.081661594939591 -8.923285730194618 0 59.182592316248105
30.039000000001025 203.0001125327847 28.1458251873255 8.950975569974943 -8.835146184543877 0 59.18259229672673
30.057000000001025 203.09651873866005 19.168731085806794 8.812153784286163 -8.764253858449262 0 59.182592291763655
30.075000000001026 203.2032439688931 10.261626419365786 8.669967530950462 -8.716659044703034 0 59.18259230422295
30.096000000001027 203.5609023618143 0.13398845388269187 8.488614577913646 -8.680975115261184 0 59.1825923216185
30.114000000001028 204.19090419925857 351.7497197399258 8.3026803621071 -8.651326917444932 0 59.182592328813996
30.132000000001028 205.17465861781704 343.63030528268916 8.072835453340158 -8.607587074394363 0 59.18259233071008
30.15000000000103 206.52895499791225 335.71961322095376 7.787089977517617 -8.538293185759436 0 59.182592331137066
30.16800000000103 208.25707273141873 327.9365626810949 7.4360022944910655 -8.434328047230292 0 59.18259233234936
30.18600000000103 210.363048289766 320.18642093466724 7.011473841211671 -8.287736548231983 0 59.182592335689435
30.20400000000103 212.86108585521308 312.3635026852756 6.505687974756603 -8.090670882218502 0 59.18259234307853
30.22200000000103 215.7828552502019 304.3470198839588 5.910548146480073 -7.834811424940712 0 59.182592359579814
30.240000000001032 219.18546481146612 295.9906530363908 5.217964511112 -7.511599730543983 0 59.182592401432956
30.258000000001033 223.16251482980002 287.104829495663 4.422173133789439 -7.114439300898883 0 59.18259252846647
30.276000000001034 227.85842291120542 277.4317706792307 3.528233873743408 -6.646941321683997 0 59.18259298519143
30.294000000001034 233.4698613773991 266.6336972915757 2.58019507497813 -6.150533993403533 0 59.182594680779204
30.312000000001035 240.1308115030588 254.43281850043476 1.7362629126720317 -5.778417657450454 0 59.182598321804974
30.330000000001036 247.42918486312163 241.25369530759897 1.3039534689720527 -5.8288153871789445 0 59.18259843125056
